celebrity_name,season,week,voting_rule_phase,judge_count,weekly_total,weekly_avg,is_eliminated_this_week,placement
Simone Biles,24,5,2,4,38.0,9.5,0,4
Simone Biles,24,6,2,4,34.5,8.625,0,4
Simone Biles,24,7,2,4,39.0,9.75,0,4
Simone Biles,24,8,2,4,36.0,9.0,0,4
Simone Biles,24,9,2,4,40.0,10.0,1,4
David Ross,24,1,2,4,28.0,7.0,0,2
David Ross,24,2,2,4,27.0,6.75,0,2
David Ross,24,3,2,4,31.0,7.75,0,2
David Ross,24,4,2,4,31.0,7.75,0,2
David Ross,24,5,2,4,29.0,7.25,0,2
David Ross,24,6,2,4,31.0,7.75,0,2
David Ross,24,7,2,4,32.0,8.0,0,2
David Ross,24,8,2,4,32.5,8.125,0,2
David Ross,24,9,2,4,35.0,8.75,0,2
David Ross,24,10,2,4,36.3333,9.083325,0,2
Rashad Jennings,24,1,2,4,31.0,7.75,0,1
Rashad Jennings,24,2,2,4,32.0,8.0,0,1
Rashad Jennings,24,3,2,4,28.0,7.0,0,1
Rashad Jennings,24,4,2,4,39.0,9.75,0,1
Rashad Jennings,24,5,2,4,32.0,8.0,0,1
Rashad Jennings,24,6,2,4,35.0,8.75,0,1
Rashad Jennings,24,7,2,4,39.0,9.75,0,1
Rashad Jennings,24,8,2,4,37.5,9.375,0,1
Rashad Jennings,24,9,2,4,38.5,9.625,0,1
Rashad Jennings,24,10,2,4,39.6666,9.91665,0,1
Chris Kattan,24,1,2,4,17.0,4.25,0,12
Chris Kattan,24,2,2,4,22.0,5.5,1,12
Erika Jayne,24,1,2,4,24.0,6.0,0,9
Erika Jayne,24,2,2,4,28.0,7.0,0,9
Erika Jayne,24,3,2,4,26.0,6.5,0,9
Erika Jayne,24,4,2,4,30.0,7.5,0,9
Erika Jayne,24,5,2,4,32.0,8.0,1,9
Normani,24,1,2,4,27.0,6.75,0,3
Normani,24,2,2,4,32.0,8.0,0,3
Normani,24,3,2,4,34.0,8.5,0,3
Normani,24,4,2,4,32.0,8.0,0,3
Normani,24,5,2,4,39.0,9.75,0,3
Normani,24,6,2,4,36.0,9.0,0,3
Normani,24,7,2,4,42.0,10.5,0,3
Normani,24,8,2,4,39.5,9.875,0,3
Normani,24,9,2,4,38.0,9.5,0,3
Normani,24,10,2,4,39.333200000000005,9.833300000000001,0,3
Nick Viall,24,1,2,4,24.0,6.0,0,6
Nick Viall,24,2,2,4,25.0,6.25,0,6
Nick Viall,24,3,2,4,26.0,6.5,0,6
Nick Viall,24,4,2,4,30.0,7.5,0,6
Nick Viall,24,5,2,4,34.0,8.5,0,6
Nick Viall,24,6,2,4,30.5,7.625,0,6
Nick Viall,24,7,2,4,34.0,8.5,1,6
Sasha Pieterse,25,1,2,4,18.0,6.0,0,10
Sasha Pieterse,25,2,2,4,22.5,7.5,0,10
Sasha Pieterse,25,3,2,4,19.0,6.333333333333333,0,10
Sasha Pieterse,25,4,2,4,24.0,8.0,0,10
Sasha Pieterse,25,5,2,4,24.0,8.0,1,10
Frankie Muniz,25,1,2,4,19.0,6.333333333333333,0,3
Frankie Muniz,25,2,2,4,24.0,8.0,0,3
Frankie Muniz,25,3,2,4,21.0,7.0,0,3
Frankie Muniz,25,4,2,4,24.0,8.0,0,3
Frankie Muniz,25,5,2,4,29.0,9.666666666666666,0,3
Frankie Muniz,25,6,2,4,31.0,7.75,0,3
Frankie Muniz,25,7,2,4,30.0,10.0,0,3
Frankie Muniz,25,8,2,4,26.5,8.833333333333334,0,3
Frankie Muniz,25,9,2,4,25.5,8.5,0,3
Frankie Muniz,25,10,2,4,38.8887,9.722175,0,3
Jordan Fisher,25,1,2,4,22.0,7.333333333333333,0,1
Jordan Fisher,25,2,2,4,24.0,8.0,0,1
Jordan Fisher,25,3,2,4,25.0,8.333333333333334,0,1
Jordan Fisher,25,4,2,4,29.0,9.666666666666666,0,1
Jordan Fisher,25,5,2,4,30.0,10.0,0,1
Jordan Fisher,25,6,2,4,39.0,9.75,0,1
Jordan Fisher,25,7,2,4,27.0,9.0,0,1
Jordan Fisher,25,8,2,4,30.0,10.0,0,1
Jordan Fisher,25,9,2,4,29.0,9.666666666666666,0,1
Jordan Fisher,25,10,2,4,40.0,10.0,0,1
Derek Fisher,25,1,2,4,18.0,6.0,0,11
Derek Fisher,25,2,2,4,19.0,6.333333333333333,0,11
Derek Fisher,25,3,2,4,21.0,7.0,0,11
Derek Fisher,25,4,2,4,23.0,7.666666666666667,1,11
Nikki Bella,25,1,2,4,20.0,6.666666666666667,0,8
Nikki Bella,25,2,2,4,19.5,6.5,0,8
Nikki Bella,25,3,2,4,21.0,7.0,0,8
Nikki Bella,25,4,2,4,24.0,8.0,0,8
Nikki Bella,25,5,2,4,27.0,9.0,0,8
Nikki Bella,25,6,2,4,36.0,9.0,0,8
Nikki Bella,25,7,2,4,24.0,8.0,1,8
Terrell Owens,25,1,2,4,15.0,5.0,0,6
Terrell Owens,25,2,2,4,19.5,6.5,0,6
Terrell Owens,25,3,2,4,21.0,7.0,0,6
Terrell Owens,25,4,2,4,24.0,8.0,0,6
Terrell Owens,25,5,2,4,25.0,8.333333333333334,0,6
Terrell Owens,25,6,2,4,37.0,9.25,0,6
Terrell Owens,25,7,2,4,24.5,8.166666666666666,0,6
Terrell Owens,25,8,2,4,25.5,8.5,1,6
Victoria Arlen,25,1,2,4,19.0,6.333333333333333,0,5
Victoria Arlen,25,2,2,4,22.0,7.333333333333333,0,5
Victoria Arlen,25,3,2,4,22.0,7.333333333333333,0,5
Victoria Arlen,25,4,2,4,27.0,9.0,0,5
Victoria Arlen,25,5,2,4,27.0,9.0,0,5
Victoria Arlen,25,6,2,4,31.0,7.75,0,5
Victoria Arlen,25,7,2,4,28.5,9.5,0,5
Victoria Arlen,25,8,2,4,24.0,8.0,0,5
Victoria Arlen,25,9,2,4,28.0,9.333333333333334,1,5
Barbara Corcoran,25,1,2,4,14.0,4.666666666666667,0,13
Barbara Corcoran,25,2,2,4,17.0,5.666666666666667,1,13
Lindsey Stirling,25,1,2,4,22.0,7.333333333333333,0,2
Lindsey Stirling,25,2,2,4,22.5,7.5,0,2
Lindsey Stirling,25,3,2,4,27.0,9.0,0,2
Lindsey Stirling,25,4,2,4,26.0,8.666666666666666,0,2
Lindsey Stirling,25,5,2,4,28.0,9.333333333333334,0,2
Lindsey Stirling,25,6,2,4,40.0,10.0,0,2
Lindsey Stirling,25,7,2,4,25.5,8.5,0,2
Lindsey Stirling,25,8,2,4,27.0,9.0,0,2
Lindsey Stirling,25,9,2,4,28.5,9.5,0,2
Lindsey Stirling,25,10,2,4,40.0,10.0,0,2
Debbie Gibson,25,1,2,4,17.0,5.666666666666667,0,12
Debbie Gibson,25,2,2,4,20.5,6.833333333333333,1,12
Nick Lachey,25,1,2,4,18.0,6.0,0,9
Nick Lachey,25,2,2,4,19.0,6.333333333333333,0,9
Nick Lachey,25,3,2,4,21.0,7.0,0,9
Nick Lachey,25,4,2,4,22.0,7.333333333333333,0,9
Nick Lachey,25,5,2,4,22.0,7.333333333333333,0,9
Nick Lachey,25,6,2,4,26.0,6.5,1,9
Drew Scott,25,1,2,4,16.0,5.333333333333333,0,4
Drew Scott,25,2,2,4,20.5,6.833333333333333,0,4
Drew Scott,25,3,2,4,23.0,7.666666666666667,0,4
Drew Scott,25,4,2,4,24.0,8.0,0,4
Drew Scott,25,5,2,4,25.0,8.333333333333334,0,4
Drew Scott,25,6,2,4,30.0,7.5,0,4
Drew Scott,25,7,2,4,28.5,9.5,0,4
Drew Scott,25,8,2,4,23.5,7.833333333333333,0,4
Drew Scott,25,9,2,4,24.0,8.0,0,4
Drew Scott,25,10,2,4,37.5,9.375,1,4
Vanessa Lachey,25,1,2,4,21.0,7.0,0,7
Vanessa Lachey,25,2,2,4,23.5,7.833333333333333,0,7
Vanessa Lachey,25,3,2,4,23.0,7.666666666666667,0,7
Vanessa Lachey,25,4,2,4,24.0,8.0,0,7
Vanessa Lachey,25,5,2,4,24.0,8.0,0,7
Vanessa Lachey,25,6,2,4,36.0,9.0,0,7
Vanessa Lachey,25,7,2,4,27.0,9.0,1,7
Jamie Anderson,26,1,2,4,19.0,6.333333333333333,1,10
Johnny Damon,26,1,2,4,18.0,6.0,1,9
Kareem Abdul-Jabbar,26,1,2,4,17.0,5.666666666666667,0,8
Kareem Abdul-Jabbar,26,2,2,4,29.5,7.375,1,8
Arike Ogunbowale,26,1,2,4,20.0,6.666666666666667,0,7
Arike Ogunbowale,26,2,2,4,35.0,8.75,1,7
Jennie Finch Daigle,26,1,2,4,21.0,7.0,0,6
Jennie Finch Daigle,26,2,2,4,31.5,7.875,0,6
Jennie Finch Daigle,26,3,2,4,29.0,7.25,1,6
Chris Mazdzer,26,1,2,4,21.0,7.0,0,5
Chris Mazdzer,26,2,2,4,33.0,8.25,0,5
Chris Mazdzer,26,3,2,4,33.0,8.25,1,5
Mirai Nagasu,26,1,2,4,23.0,7.666666666666667,0,4
Mirai Nagasu,26,2,2,4,37.0,9.25,0,4
Mirai Nagasu,26,3,2,4,35.0,8.75,1,4
Tonya Harding,26,1,2,4,23.0,7.666666666666667,0,3
Tonya Harding,26,2,2,4,33.0,8.25,0,3
Tonya Harding,26,3,2,4,35.0,8.75,0,3
Tonya Harding,26,4,2,4,28.0,9.333333333333334,0,3
Josh Norman,26,1,2,4,24.0,8.0,0,2
Josh Norman,26,2,2,4,31.5,7.875,0,2
Josh Norman,26,3,2,4,38.0,9.5,0,2
Josh Norman,26,4,2,4,28.5,9.5,0,2
Adam Rippon,26,1,2,4,24.0,8.0,0,1
Adam Rippon,26,2,2,4,37.0,9.25,0,1
Adam Rippon,26,3,2,4,41.0,10.25,0,1
Adam Rippon,26,4,2,4,29.0,9.666666666666666,0,1
Juan Pablo Di Pace,27,1,2,4,22.0,7.333333333333333,0,5
Juan Pablo Di Pace,27,2,2,4,26.0,8.666666666666666,0,5
Juan Pablo Di Pace,27,3,2,4,30.0,10.0,0,5
Juan Pablo Di Pace,27,4,2,4,24.0,8.0,0,5
Juan Pablo Di Pace,27,5,2,4,29.0,9.666666666666666,0,5
Juan Pablo Di Pace,27,6,2,4,30.0,10.0,0,5
Juan Pablo Di Pace,27,7,2,4,28.0,9.333333333333334,0,5
Juan Pablo Di Pace,27,8,2,4,30.0,10.0,1,5
Evanna Lynch,27,1,2,4,18.0,6.0,0,3
Evanna Lynch,27,2,2,4,24.0,8.0,0,3
Evanna Lynch,27,3,2,4,27.0,9.0,0,3
Evanna Lynch,27,4,2,4,24.0,8.0,0,3
Evanna Lynch,27,5,2,4,24.0,8.0,0,3
Evanna Lynch,27,6,2,4,29.0,9.666666666666666,0,3
Evanna Lynch,27,7,2,4,29.5,9.833333333333334,0,3
Evanna Lynch,27,8,2,4,29.0,9.666666666666666,0,3
Evanna Lynch,27,9,2,4,30.0,10.0,0,3
Nancy McKeon,27,1,2,4,19.5,6.5,0,11
Nancy McKeon,27,2,2,4,20.5,6.833333333333333,0,11
Nancy McKeon,27,3,2,4,22.0,7.333333333333333,1,11
John Schneider,27,1,2,4,18.0,6.0,0,8
John Schneider,27,2,2,4,21.5,7.166666666666667,0,8
John Schneider,27,3,2,4,21.0,7.0,0,8
John Schneider,27,4,2,4,21.0,7.0,0,8
John Schneider,27,5,2,4,24.0,8.0,0,8
John Schneider,27,6,2,4,19.0,6.333333333333333,0,8
John Schneider,27,7,2,4,27.0,9.0,1,8
Milo Manheim,27,1,2,4,20.0,6.666666666666667,0,2
Milo Manheim,27,2,2,4,26.0,8.666666666666666,0,2
Milo Manheim,27,3,2,4,27.0,9.0,0,2
Milo Manheim,27,4,2,4,29.0,9.666666666666666,0,2
Milo Manheim,27,5,2,4,27.0,9.0,0,2
Milo Manheim,27,6,2,4,30.0,10.0,0,2
Milo Manheim,27,7,2,4,29.0,9.666666666666666,0,2
Milo Manheim,27,8,2,4,27.5,9.166666666666666,0,2
Milo Manheim,27,9,2,4,30.0,10.0,0,2
Danelle Umstead,27,1,2,4,18.0,6.0,0,12
Danelle Umstead,27,2,2,4,18.5,6.166666666666667,1,12
Mary Lou Retton,27,1,2,4,20.0,6.666666666666667,0,9
Mary Lou Retton,27,2,2,4,23.0,7.666666666666667,0,9
Mary Lou Retton,27,3,2,4,24.0,8.0,0,9
Mary Lou Retton,27,4,2,4,26.0,8.666666666666666,0,9
Mary Lou Retton,27,5,2,4,25.0,8.333333333333334,0,9
Mary Lou Retton,27,6,2,4,24.0,8.0,1,9
DeMarcus Ware,27,1,2,4,23.0,7.666666666666667,0,7
DeMarcus Ware,27,2,2,4,23.5,7.833333333333333,0,7
DeMarcus Ware,27,3,2,4,26.0,8.666666666666666,0,7
DeMarcus Ware,27,4,2,4,22.0,7.333333333333333,0,7
DeMarcus Ware,27,5,2,4,26.0,8.666666666666666,0,7
DeMarcus Ware,27,6,2,4,26.0,8.666666666666666,0,7
DeMarcus Ware,27,7,2,4,26.5,8.833333333333334,1,7
Nikki Glaser,27,1,2,4,17.5,5.833333333333333,1,13
Bobby Bones,27,1,2,4,20.0,6.666666666666667,0,1
Bobby Bones,27,2,2,4,19.5,6.5,0,1
Bobby Bones,27,3,2,4,23.0,7.666666666666667,0,1
Bobby Bones,27,4,2,4,20.0,6.666666666666667,0,1
Bobby Bones,27,5,2,4,21.0,7.0,0,1
Bobby Bones,27,6,2,4,22.0,7.333333333333333,0,1
Bobby Bones,27,7,2,4,26.5,8.833333333333334,0,1
Bobby Bones,27,8,2,4,22.5,7.5,0,1
Bobby Bones,27,9,2,4,27.0,9.0,0,1
Tinashe,27,1,2,4,23.0,7.666666666666667,0,10
Tinashe,27,2,2,4,26.0,8.666666666666666,0,10
Tinashe,27,3,2,4,27.0,9.0,0,10
Tinashe,27,4,2,4,26.0,8.666666666666666,1,10
Alexis Ren,27,1,2,4,22.0,7.333333333333333,0,4
Alexis Ren,27,2,2,4,24.5,8.166666666666666,0,4
Alexis Ren,27,3,2,4,26.0,8.666666666666666,0,4
Alexis Ren,27,4,2,4,25.0,8.333333333333334,0,4
Alexis Ren,27,5,2,4,29.0,9.666666666666666,0,4
Alexis Ren,27,6,2,4,27.0,9.0,0,4
Alexis Ren,27,7,2,4,27.5,9.166666666666666,0,4
Alexis Ren,27,8,2,4,29.0,9.666666666666666,0,4
Alexis Ren,27,9,2,4,28.5,9.5,0,4
Joe Amabile,27,1,2,4,14.0,4.666666666666667,0,6
Joe Amabile,27,2,2,4,17.5,5.833333333333333,0,6
Joe Amabile,27,3,2,4,18.0,6.0,0,6
Joe Amabile,27,4,2,4,15.0,5.0,0,6
Joe Amabile,27,5,2,4,17.0,5.666666666666667,0,6
Joe Amabile,27,6,2,4,22.0,7.333333333333333,0,6
Joe Amabile,27,7,2,4,23.5,7.833333333333333,0,6
Joe Amabile,27,8,2,4,23.0,7.666666666666667,1,6
Kate Flannery,28,1,3,4,15.0,5.0,0,7
Kate Flannery,28,2,3,4,21.0,7.0,0,7
Kate Flannery,28,3,3,4,24.0,8.0,0,7
Kate Flannery,28,4,3,4,26.0,6.5,0,7
Kate Flannery,28,5,3,4,24.0,8.0,0,7
Kate Flannery,28,6,3,4,27.0,9.0,0,7
Kate Flannery,28,7,3,4,24.0,8.0,0,7
Kate Flannery,28,8,3,4,25.9998,8.6666,1,7
James Van Der Beek,28,1,3,4,21.0,7.0,0,5
James Van Der Beek,28,2,3,4,20.0,6.666666666666667,0,5
James Van Der Beek,28,3,3,4,23.0,7.666666666666667,0,5
James Van Der Beek,28,4,3,4,28.0,7.0,0,5
James Van Der Beek,28,5,3,4,26.0,8.666666666666666,0,5
James Van Der Beek,28,6,3,4,27.0,9.0,0,5
James Van Der Beek,28,7,3,4,27.0,9.0,0,5
James Van Der Beek,28,8,3,4,31.9998,10.6666,0,5
James Van Der Beek,28,9,3,4,36.0,9.0,0,5
James Van Der Beek,28,10,3,4,25.5,8.5,1,5
Kel Mitchell,28,1,3,4,16.0,5.333333333333333,0,2
Kel Mitchell,28,2,3,4,20.0,6.666666666666667,0,2
Kel Mitchell,28,3,3,4,20.0,6.666666666666667,0,2
Kel Mitchell,28,4,3,4,32.0,8.0,0,2
Kel Mitchell,28,5,3,4,26.0,8.666666666666666,0,2
Kel Mitchell,28,6,3,4,26.0,8.666666666666666,0,2
Kel Mitchell,28,7,3,4,25.5,8.5,0,2
Kel Mitchell,28,8,3,4,29.9998,9.999933333333333,0,2
Kel Mitchell,28,9,3,4,37.0,9.25,0,2
Kel Mitchell,28,10,3,4,28.5,9.5,0,2
Kel Mitchell,28,11,3,4,29.5,9.833333333333334,0,2
Ray Lewis,28,1,3,4,15.0,5.0,0,11
Ray Lewis,28,2,3,4,15.0,5.0,0,11
Lamar Odom,28,1,3,4,11.0,3.6666666666666665,0,10
Lamar Odom,28,2,3,4,12.0,4.0,0,10
Lamar Odom,28,3,3,4,12.0,4.0,0,10
Lamar Odom,28,4,3,4,20.0,5.0,1,10
Sailor Brinkley-Cook,28,1,3,4,18.0,6.0,0,9
Sailor Brinkley-Cook,28,2,3,4,18.0,6.0,0,9
Sailor Brinkley-Cook,28,3,3,4,23.0,7.666666666666667,0,9
Sailor Brinkley-Cook,28,4,3,4,31.0,7.75,0,9
Sailor Brinkley-Cook,28,5,3,4,24.0,8.0,0,9
Sailor Brinkley-Cook,28,6,3,4,27.0,9.0,1,9
Sean Spicer,28,1,3,4,12.0,4.0,0,6
Sean Spicer,28,2,3,4,16.0,5.333333333333333,0,6
Sean Spicer,28,3,3,4,15.0,5.0,0,6
Sean Spicer,28,4,3,4,21.0,5.25,0,6
Sean Spicer,28,5,3,4,19.0,6.333333333333333,0,6
Sean Spicer,28,6,3,4,21.0,7.0,0,6
Sean Spicer,28,7,3,4,21.0,7.0,0,6
Sean Spicer,28,8,3,4,20.0,6.666666666666667,0,6
Sean Spicer,28,9,3,4,25.0,6.25,1,6
Mary Wilson,28,1,3,4,17.0,5.666666666666667,0,12
Mary Wilson,28,2,3,4,15.0,5.0,1,12
Lauren Alaina,28,1,3,4,19.0,6.333333333333333,0,4
Lauren Alaina,28,2,3,4,19.0,6.333333333333333,0,4
Lauren Alaina,28,3,3,4,20.0,6.666666666666667,0,4
Lauren Alaina,28,4,3,4,32.0,8.0,0,4
Lauren Alaina,28,5,3,4,23.0,7.666666666666667,0,4
Lauren Alaina,28,6,3,4,26.0,8.666666666666666,0,4
Lauren Alaina,28,7,3,4,27.0,9.0,0,4
Lauren Alaina,28,8,3,4,24.0,8.0,0,4
Lauren Alaina,28,9,3,4,35.0,8.75,0,4
Lauren Alaina,28,10,3,4,27.0,9.0,0,4
Lauren Alaina,28,11,3,4,28.5,9.5,0,4
Ally Brooke,28,1,3,4,16.0,5.333333333333333,0,3
Ally Brooke,28,2,3,4,20.0,6.666666666666667,0,3
Ally Brooke,28,3,3,4,24.0,8.0,0,3
Ally Brooke,28,4,3,4,32.0,8.0,0,3
Ally Brooke,28,5,3,4,27.0,9.0,0,3
Ally Brooke,28,6,3,4,25.0,8.333333333333334,0,3
Ally Brooke,28,7,3,4,27.0,9.0,0,3
Ally Brooke,28,8,3,4,30.0,10.0,0,3
Ally Brooke,28,9,3,4,40.0,10.0,0,3
Ally Brooke,28,10,3,4,29.5,9.833333333333334,0,3
Ally Brooke,28,11,3,4,30.0,10.0,0,3
Karamo Brown,28,1,3,4,17.0,5.666666666666667,0,8
Karamo Brown,28,2,3,4,19.0,6.333333333333333,0,8
Karamo Brown,28,3,3,4,16.0,5.333333333333333,0,8
Karamo Brown,28,4,3,4,28.0,7.0,0,8
Karamo Brown,28,5,3,4,21.0,7.0,0,8
Karamo Brown,28,6,3,4,25.0,8.333333333333334,0,8
Karamo Brown,28,7,3,4,24.5,8.166666666666666,1,8
Hannah Brown,28,1,3,4,20.0,6.666666666666667,0,1
Hannah Brown,28,2,3,4,24.0,8.0,0,1
Hannah Brown,28,3,3,4,21.0,7.0,0,1
Hannah Brown,28,4,3,4,32.0,8.0,0,1
Hannah Brown,28,5,3,4,25.0,8.333333333333334,0,1
Hannah Brown,28,6,3,4,24.0,8.0,0,1
Hannah Brown,28,7,3,4,26.0,8.666666666666666,0,1
Hannah Brown,28,8,3,4,30.9998,10.333266666666667,0,1
Hannah Brown,28,9,3,4,35.5,8.875,0,1
Hannah Brown,28,10,3,4,27.0,9.0,0,1
Hannah Brown,28,11,3,4,29.0,9.666666666666666,0,1
Anne Heche,29,1,3,4,18.0,6.0,0,13
Anne Heche,29,2,3,4,18.0,6.0,0,13
Anne Heche,29,3,3,4,15.0,5.0,0,13
Anne Heche,29,4,3,4,21.0,7.0,1,13
Jesse Metcalfe,29,1,3,4,18.0,6.0,0,12
Jesse Metcalfe,29,2,3,4,20.0,6.666666666666667,0,12
Jesse Metcalfe,29,3,3,4,20.0,6.666666666666667,0,12
Jesse Metcalfe,29,4,3,4,21.0,7.0,0,12
Jesse Metcalfe,29,5,3,4,19.0,6.333333333333333,1,12
Chrishell Stause,29,1,3,4,13.0,4.333333333333333,0,8
Chrishell Stause,29,2,3,4,18.0,6.0,0,8
Chrishell Stause,29,3,3,4,22.0,7.333333333333333,0,8
Chrishell Stause,29,4,3,4,22.0,7.333333333333333,0,8
Chrishell Stause,29,5,3,4,19.0,6.333333333333333,0,8
Chrishell Stause,29,6,3,4,24.0,8.0,0,8
Chrishell Stause,29,7,3,4,26.0,8.666666666666666,0,8
Chrishell Stause,29,8,3,4,27.0,9.0,1,8
Skai Jackson,29,1,3,4,21.0,7.0,0,5
Skai Jackson,29,2,3,4,15.0,5.0,0,5
Skai Jackson,29,3,3,4,18.0,6.0,0,5
Skai Jackson,29,4,3,4,28.0,9.333333333333334,0,5
Skai Jackson,29,5,3,4,24.0,8.0,0,5
Skai Jackson,29,6,3,4,18.0,6.0,0,5
Skai Jackson,29,7,3,4,27.0,9.0,0,5
Skai Jackson,29,8,3,4,26.9998,8.999933333333333,0,5
Skai Jackson,29,9,3,4,28.9998,9.6666,0,5
Skai Jackson,29,10,3,4,28.5,9.5,1,5
Justina Machado,29,1,3,4,21.0,7.0,0,4
Justina Machado,29,2,3,4,21.0,7.0,0,4
Justina Machado,29,3,3,4,19.0,6.333333333333333,0,4
Justina Machado,29,4,3,4,24.0,8.0,0,4
Justina Machado,29,5,3,4,24.0,8.0,0,4
Justina Machado,29,6,3,4,27.0,9.0,0,4
Justina Machado,29,7,3,4,26.0,8.666666666666666,0,4
Justina Machado,29,8,3,4,28.9998,9.6666,0,4
Justina Machado,29,9,3,4,25.9998,8.6666,0,4
Justina Machado,29,10,3,4,29.0,9.666666666666666,0,4
Justina Machado,29,11,3,4,30.0,10.0,0,4
Charles Oakley,29,1,3,4,12.0,4.0,0,15
Charles Oakley,29,2,3,4,15.0,5.0,1,15
Veron Davis,29,1,3,4,17.0,5.666666666666667,0,11
Veron Davis,29,2,3,4,18.0,6.0,0,11
Veron Davis,29,3,3,4,22.0,7.333333333333333,0,11
Veron Davis,29,4,3,4,22.0,7.333333333333333,0,11
Veron Davis,29,5,3,4,21.0,7.0,0,11
Veron Davis,29,6,3,4,21.0,7.0,1,11
Johnny Weir,29,1,3,4,18.0,6.0,0,6
Johnny Weir,29,2,3,4,18.0,6.0,0,6
Johnny Weir,29,3,3,4,24.0,8.0,0,6
Johnny Weir,29,4,3,4,24.0,8.0,0,6
Johnny Weir,29,5,3,4,29.0,9.666666666666666,0,6
Johnny Weir,29,6,3,4,22.0,7.333333333333333,0,6
Johnny Weir,29,7,3,4,27.0,9.0,0,6
Johnny Weir,29,8,3,4,30.0,10.0,0,6
Johnny Weir,29,9,3,4,30.0,10.0,0,6
Johnny Weir,29,10,3,4,28.5,9.5,1,6
Nev Schulman,29,1,3,4,20.0,6.666666666666667,0,2
Nev Schulman,29,2,3,4,21.0,7.0,0,2
Nev Schulman,29,3,3,4,24.0,8.0,0,2
Nev Schulman,29,4,3,4,24.0,8.0,0,2
Nev Schulman,29,5,3,4,26.0,8.666666666666666,0,2
Nev Schulman,29,6,3,4,26.0,8.666666666666666,0,2
Nev Schulman,29,7,3,4,30.0,10.0,0,2
Nev Schulman,29,8,3,4,30.0,10.0,0,2
Nev Schulman,29,9,3,4,28.9998,9.6666,0,2
Nev Schulman,29,10,3,4,30.0,10.0,0,2
Nev Schulman,29,11,3,4,30.0,10.0,0,2
AJ McLean,29,1,3,4,18.0,6.0,0,7
AJ McLean,29,2,3,4,19.0,6.333333333333333,0,7
AJ McLean,29,3,3,4,21.0,7.0,0,7
AJ McLean,29,4,3,4,24.0,8.0,0,7
AJ McLean,29,5,3,4,24.0,8.0,0,7
AJ McLean,29,6,3,4,27.0,9.0,0,7
AJ McLean,29,7,3,4,26.0,8.666666666666666,0,7
AJ McLean,29,8,3,4,27.0,9.0,0,7
AJ McLean,29,9,3,4,24.9998,8.333266666666667,1,7
Nelly,29,1,3,4,16.0,5.333333333333333,0,3
Nelly,29,2,3,4,18.0,6.0,0,3
Nelly,29,3,3,4,18.0,6.0,0,3
Nelly,29,4,3,4,21.0,7.0,0,3
Nelly,29,5,3,4,24.0,8.0,0,3
Nelly,29,6,3,4,24.0,8.0,0,3
Nelly,29,7,3,4,27.0,9.0,0,3
Nelly,29,8,3,4,24.0,8.0,0,3
Nelly,29,9,3,4,24.0,8.0,0,3
Nelly,29,10,3,4,28.0,9.333333333333334,0,3
Nelly,29,11,3,4,28.5,9.5,0,3
Kaitlyn Bristowe,29,1,3,4,20.0,6.666666666666667,0,1
Kaitlyn Bristowe,29,2,3,4,22.0,7.333333333333333,0,1
Kaitlyn Bristowe,29,3,3,4,23.0,7.666666666666667,0,1
Kaitlyn Bristowe,29,4,3,4,25.0,8.333333333333334,0,1
Kaitlyn Bristowe,29,5,3,4,27.0,9.0,0,1
Kaitlyn Bristowe,29,6,3,4,27.0,9.0,0,1
Kaitlyn Bristowe,29,7,3,4,24.0,8.0,0,1
Kaitlyn Bristowe,29,8,3,4,28.0,9.333333333333334,0,1
Kaitlyn Bristowe,29,9,3,4,30.0,10.0,0,1
Kaitlyn Bristowe,29,10,3,4,30.0,10.0,0,1
Kaitlyn Bristowe,29,11,3,4,30.0,10.0,0,1
Carole Baskin,29,1,3,4,11.0,3.6666666666666665,0,14
Carole Baskin,29,2,3,4,16.0,5.333333333333333,0,14
Carole Baskin,29,3,3,4,12.0,4.0,1,14
Monica Aldama,29,1,3,4,19.0,6.333333333333333,0,10
Monica Aldama,29,2,3,4,16.0,5.333333333333333,0,10
Monica Aldama,29,3,3,4,21.0,7.0,0,10
Monica Aldama,29,4,3,4,24.0,8.0,0,10
Monica Aldama,29,5,3,4,26.0,8.666666666666666,0,10
Monica Aldama,29,6,3,4,27.0,9.0,0,10
Monica Aldama,29,7,3,4,22.0,7.333333333333333,1,10
Jeannie Mai,29,1,3,4,18.0,6.0,0,9
Jeannie Mai,29,2,3,4,18.0,6.0,0,9
Jeannie Mai,29,3,3,4,22.0,7.333333333333333,0,9
Jeannie Mai,29,4,3,4,21.0,7.0,0,9
Jeannie Mai,29,5,3,4,24.0,8.0,0,9
Jeannie Mai,29,6,3,4,25.0,8.333333333333334,0,9
Jeannie Mai,29,7,3,4,25.0,8.333333333333334,0,9
Martin Kove,30,1,3,4,13.0,3.25,0,15
Martin Kove,30,2,3,4,15.0,3.75,1,15
Brian Austin Green,30,1,3,4,24.0,6.0,0,13
Brian Austin Green,30,2,3,4,23.0,5.75,0,13
Brian Austin Green,30,3,3,4,19.0,6.333333333333333,0,13
Brian Austin Green,30,4,3,4,26.0,6.5,1,13
Melora Hardin,30,1,3,4,26.0,6.5,0,6
Melora Hardin,30,2,3,4,27.0,6.75,0,6
Melora Hardin,30,3,3,4,23.0,7.666666666666667,0,6
Melora Hardin,30,4,3,4,36.5,9.125,0,6
Melora Hardin,30,5,3,4,36.0,9.0,0,6
